agg_type,ATT,SE,CI_lower,CI_upper,n_total_cells,n_valid_cells,weight_sum,dataset,outcome,event_time
dynamic,0.02435003745234638,0.07399603017764181,-0.12068218169583156,0.1693822566005243,51,51,18824.0,All_POIs,lcus,-19.0
dynamic,0.0063706895161288945,0.0757824494206203,-0.1421629113482869,0.1549042903805447,52,52,19153.0,All_POIs,lcus,-18.0
dynamic,-0.011487035625747044,0.06886846718586645,-0.14646923131004527,0.12349516005855118,53,53,19534.0,All_POIs,lcus,-17.0
dynamic,0.0048406819746922135,0.07198230340637866,-0.13624463270180998,0.14592599665119438,54,54,19913.0,All_POIs,lcus,-16.0
dynamic,-0.0033491316946226033,0.0659538184839946,-0.13261861592325203,0.1259203525340068,55,55,20585.0,All_POIs,lcus,-15.0
dynamic,-0.002131045601613611,0.07190039664344164,-0.14305582302275924,0.138793731819532,56,56,21321.0,All_POIs,lcus,-14.0
dynamic,-2.634251666675304e-06,0.06782369049900976,-0.13293706762972582,0.13293179912639244,57,57,21904.0,All_POIs,lcus,-13.0
dynamic,-0.010825259857876317,0.06777856270039634,-0.14367124275065316,0.12202072303490051,58,58,22297.0,All_POIs,lcus,-12.0
dynamic,0.016177468030827237,0.06701256558102636,-0.11516716050798445,0.1475220965696389,59,59,22928.0,All_POIs,lcus,-11.0
dynamic,-0.019908415792848588,0.062317778177845645,-0.14205126102142604,0.10223442943572887,60,60,23581.0,All_POIs,lcus,-10.0
dynamic,-0.0028950381276012026,0.06173443200715475,-0.1238945248616245,0.11810444860642211,61,61,24395.0,All_POIs,lcus,-9.0
dynamic,-0.018407586474144425,0.060711670316469214,-0.1374024602944241,0.10058728734613524,62,62,24895.0,All_POIs,lcus,-8.0
dynamic,0.015004417299019026,0.05472551870396701,-0.09225759936075631,0.12226643395879436,63,63,25870.0,All_POIs,lcus,-7.0
dynamic,-0.013525447244370218,0.05871258024300553,-0.12860210452066106,0.10155121003192062,64,64,26477.0,All_POIs,lcus,-6.0
dynamic,0.010988487328075478,0.05168760374775192,-0.09031921601751829,0.11229619067366924,65,65,27018.0,All_POIs,lcus,-5.0
dynamic,-0.011965804962622888,0.05096126473500111,-0.11184988384322506,0.0879182739179793,66,66,27199.0,All_POIs,lcus,-4.0
dynamic,0.004962088087102233,0.050576490398392286,-0.09416783309374664,0.1040920092679511,67,67,27538.0,All_POIs,lcus,-3.0
dynamic,-0.004850941698554427,0.04725388076748526,-0.09746854800282553,0.0877666646057167,68,68,27978.0,All_POIs,lcus,-2.0
dynamic,0.0017798743819580894,0.048904727680822525,-0.09407339187245406,0.09763314063637024,69,69,28395.0,All_POIs,lcus,-1.0
dynamic,0.006881551677994062,0.04447928368659167,-0.0802978443477256,0.09406094770371373,70,70,29254.0,All_POIs,lcus,0.0
dynamic,0.010729673781087946,0.0481440709703247,-0.08363270532074846,0.10509205288292436,70,70,29254.0,All_POIs,lcus,1.0
dynamic,0.023579855194462554,0.05093411422850514,-0.07625100869340752,0.12341071908233263,69,69,29021.0,All_POIs,lcus,2.0
dynamic,0.01711361146012684,0.05274480687650814,-0.08626621001782912,0.1204934329380828,68,68,28904.0,All_POIs,lcus,3.0
dynamic,0.01649108118076947,0.054284018143765586,-0.08990559438101108,0.12288775674255002,67,67,28654.0,All_POIs,lcus,4.0
dynamic,0.020564953991476214,0.05569785299665849,-0.08860283788197443,0.12973274586492686,66,66,28339.0,All_POIs,lcus,5.0
dynamic,0.028570267835082472,0.05682213283967797,-0.08280111253068635,0.1399416482008513,65,65,28126.0,All_POIs,lcus,6.0
dynamic,0.016555552285457357,0.05778930350843324,-0.09671148259107179,0.1298225871619865,64,64,27763.0,All_POIs,lcus,7.0
dynamic,0.03090199144856208,0.05868330619937958,-0.08411728870222189,0.14592127159934604,63,63,27505.0,All_POIs,lcus,8.0
dynamic,0.028887972630695747,0.060442870761664096,-0.08958005406216588,0.14735599932355736,62,62,27249.0,All_POIs,lcus,9.0
dynamic,0.031160626424388594,0.061952525918237446,-0.0902663243753568,0.152587577224134,61,61,26980.0,All_POIs,lcus,10.0
dynamic,0.027259745350674998,0.06249167048865363,-0.0952239288070861,0.14974341950843612,60,60,26726.0,All_POIs,lcus,11.0
dynamic,0.03407939526412449,0.06378002206444058,-0.09092944798217906,0.15908823851042803,59,59,26358.0,All_POIs,lcus,12.0
dynamic,0.024552636562527857,0.06396361839890233,-0.1008160554993207,0.1499213286243764,58,58,26155.0,All_POIs,lcus,13.0
dynamic,0.03220699459211808,0.06505618292991232,-0.09530312395051006,0.15971711313474624,57,57,25693.0,All_POIs,lcus,14.0
dynamic,0.017638327071136984,0.06587797936275597,-0.11148251247986472,0.1467591666221387,56,56,25362.0,All_POIs,lcus,15.0
dynamic,0.007437563124340004,0.06666531732193032,-0.12322645882664342,0.1381015850753234,55,55,25071.0,All_POIs,lcus,16.0
dynamic,0.0165345400246425,0.06773297135633233,-0.11622208383376886,0.14929116388305386,54,54,24877.0,All_POIs,lcus,17.0
dynamic,0.018187475507042458,0.0672258324218979,-0.11357515603987743,0.14995010705396233,53,53,24574.0,All_POIs,lcus,18.0
dynamic,0.00928957396036203,0.06788176579195805,-0.12375868699187575,0.14233783491259983,52,52,24226.0,All_POIs,lcus,19.0
dynamic,0.006242793848061593,0.06819206123175814,-0.12741364616618436,0.13989923386230754,51,51,23905.0,All_POIs,lcus,20.0
dynamic,0.007082912689526712,0.06854625465479276,-0.1272677464338671,0.14143357181292052,50,50,23578.0,All_POIs,lcus,21.0
dynamic,0.004461179081594725,0.0693343432810147,-0.1314341337491941,0.14035649191238353,49,49,23012.0,All_POIs,lcus,22.0
dynamic,0.0030528985723644888,0.0686653581226186,-0.13153120334796797,0.13763700049269695,48,48,22642.0,All_POIs,lcus,23.0
dynamic,0.010192495257228663,0.06996336626540624,-0.12693570262296758,0.14732069313742488,47,47,22227.0,All_POIs,lcus,24.0
dynamic,0.004871982411492371,0.07140430729509707,-0.1350804598868979,0.14482442470988263,46,46,21954.0,All_POIs,lcus,25.0
dynamic,0.0020138324888008467,0.0725876667084565,-0.14025799425977387,0.14428565923737557,45,45,21590.0,All_POIs,lcus,26.0
dynamic,-0.007759177434422281,0.07266542752952068,-0.1501834153922828,0.13466506052343824,44,44,21369.0,All_POIs,lcus,27.0
dynamic,-0.0096407110090208,0.07319168712587279,-0.15309641777573146,0.13381499575768985,43,43,20924.0,All_POIs,lcus,28.0
dynamic,-0.00795994555308506,0.07354664503389109,-0.15211136981951162,0.13619147871334147,42,42,20604.0,All_POIs,lcus,29.0
dynamic,-0.01480612673324072,0.07461109753324512,-0.16104387789840113,0.1314316244319197,41,41,20396.0,All_POIs,lcus,30.0
dynamic,-0.012128397210041561,0.07446768255810064,-0.1580850550239188,0.1338282606038357,40,40,20105.0,All_POIs,lcus,31.0
dynamic,-0.013764679613627907,0.07615454413492341,-0.16302758611807777,0.13549822689082197,39,39,19197.0,All_POIs,lcus,32.0
dynamic,-0.01893177734027163,0.07640988476193188,-0.1686951514736581,0.13083159679311485,38,38,18848.0,All_POIs,lcus,33.0
dynamic,-0.019617448982938955,0.0766363135642275,-0.16982462356882486,0.13058972560294693,37,37,18644.0,All_POIs,lcus,34.0
dynamic,-0.02254647343471821,0.07767994891838868,-0.17479917331476003,0.1297062264453236,36,36,18186.0,All_POIs,lcus,35.0
dynamic,-0.029742158934728823,0.07838517845714382,-0.1833771087107307,0.12389279084127307,35,35,17910.0,All_POIs,lcus,36.0
dynamic,-0.038646304914947444,0.07884008616807901,-0.1931728738043823,0.11588026397448742,34,34,17644.0,All_POIs,lcus,37.0
dynamic,-0.04206754142481462,0.07958858339889817,-0.198061164886655,0.11392608203702578,33,33,17317.0,All_POIs,lcus,38.0
dynamic,-0.06631866726113,0.07975891792365851,-0.22264614639150068,0.09000881186924067,32,32,17068.0,All_POIs,lcus,39.0
dynamic,-0.049767939266006075,0.08061123688207665,-0.2077659635548763,0.10823008502286414,31,31,16531.0,All_POIs,lcus,40.0
dynamic,-0.06612761305150355,0.081906703167347,-0.22666475125950367,0.09440952515649656,30,30,15921.0,All_POIs,lcus,41.0
dynamic,-0.06447862999775926,0.08268265292866302,-0.22653662973793876,0.09757936974242025,29,29,15473.0,All_POIs,lcus,42.0
dynamic,-0.054035874495265084,0.08316287335996551,-0.2170351062807975,0.10896335729026732,28,28,15073.0,All_POIs,lcus,43.0
dynamic,-0.043312391719943874,0.08458040436404786,-0.2090899842734777,0.12246520083358993,27,27,14440.0,All_POIs,lcus,44.0
dynamic,-0.046407246641026335,0.08729279711093589,-0.21750112897846066,0.124686635696408,26,26,13374.0,All_POIs,lcus,45.0
dynamic,-0.04203451877749404,0.08761807438139527,-0.21376594456502876,0.1296969070100407,25,25,12960.0,All_POIs,lcus,46.0
dynamic,-0.04349781701261869,0.08868033794197533,-0.21731127937889033,0.13031564535365298,24,24,12583.0,All_POIs,lcus,47.0
dynamic,-0.043553445132653565,0.08999532047803781,-0.21994427326960764,0.13283738300430054,23,23,12212.0,All_POIs,lcus,48.0
dynamic,-0.06651016630359226,0.08987987131232397,-0.24267471407574726,0.10965438146856273,22,22,12005.0,All_POIs,lcus,49.0
dynamic,-0.04630942815458053,0.09135487656005606,-0.2253649862122904,0.13274612990312934,21,21,11652.0,All_POIs,lcus,50.0
dynamic,-0.051048838191751406,0.09271381427298148,-0.2327679141667951,0.1306702377832923,20,20,11188.0,All_POIs,lcus,51.0
dynamic,-0.055653905632210274,0.09542489989509688,-0.24268670942660014,0.13137889816217962,19,19,10430.0,All_POIs,lcus,52.0
dynamic,-0.07754150933386529,0.09563710273079203,-0.26499023068621763,0.10990721201848706,18,18,10101.0,All_POIs,lcus,53.0
dynamic,-0.06820026497179867,0.09775143155633981,-0.2597930708222247,0.12339254087862735,17,17,9720.0,All_POIs,lcus,54.0
dynamic,-0.07981639832120868,0.09735840998235254,-0.27063888188661966,0.1110060852442023,16,16,9341.0,All_POIs,lcus,55.0
dynamic,-0.055860269901393346,0.10060707547491868,-0.25305013783223396,0.14132959802944728,15,15,8669.0,All_POIs,lcus,56.0
dynamic,-0.04403799967214147,0.10408406457955133,-0.24804276624806207,0.15996676690377912,14,14,7933.0,All_POIs,lcus,57.0
dynamic,-0.02385142190951371,0.10819132990450034,-0.23590642852233437,0.18820358470330698,13,13,7350.0,All_POIs,lcus,58.0
dynamic,-0.010022711551300518,0.11157898688284072,-0.22871752584166832,0.20867210273906728,12,12,6957.0,All_POIs,lcus,59.0
dynamic,-0.0031929193237308063,0.10615634438203192,-0.21125935431251336,0.20487351566505174,11,11,6326.0,All_POIs,lcus,60.0
dynamic,-0.016856072048828646,0.10944696780252358,-0.23137212894177486,0.1976599848441176,10,10,5673.0,All_POIs,lcus,61.0
dynamic,-0.04939969732280959,0.11129812138734291,-0.26754401524200166,0.1687446205963825,9,9,4859.0,All_POIs,lcus,62.0
dynamic,-0.0762586189532154,0.10962921044023312,-0.29113187141607233,0.1386146335096415,8,8,4359.0,All_POIs,lcus,63.0
dynamic,-0.1031274597857762,0.11674666100366216,-0.331950915352954,0.12569599578140161,7,7,3384.0,All_POIs,lcus,64.0
dynamic,-0.14227987077170964,0.12183662521192361,-0.38107965618707995,0.09651991464366064,6,6,2777.0,All_POIs,lcus,65.0
dynamic,-0.1031192173308811,0.1330739177095871,-0.36394409604167177,0.1577056613799096,5,5,2236.0,All_POIs,lcus,66.0
dynamic,-0.1102596256200022,0.13086099758453246,-0.3667471808856858,0.14622792964568143,4,4,2055.0,All_POIs,lcus,67.0
dynamic,-0.12805771754159673,0.12264202940501012,-0.36843609517541653,0.1123206600922231,3,3,1716.0,All_POIs,lcus,68.0
dynamic,-0.2802246647778609,0.10759230164521909,-0.4911055760024903,-0.0693437535532315,2,2,1276.0,All_POIs,lcus,69.0
dynamic,-0.3030837686817528,0.0875814256251431,-0.47474336290703323,-0.13142417445647234,1,1,859.0,All_POIs,lcus,70.0
group,-0.09608808628190775,0.06834363825133837,-0.23004161725453093,0.03786544469071544,71,71,60989.0,All_POIs,lcus,2.0
group,-0.013052246986850502,0.09977782783677054,-0.20861678954692076,0.18251229557321974,70,70,29190.0,All_POIs,lcus,3.0
group,0.23743706386370927,0.11388897248043625,0.014214677802054237,0.46065944992536434,69,69,30360.0,All_POIs,lcus,4.0
group,0.1571893050007869,0.11292380037572512,-0.06414134373563435,0.37851995373720815,68,68,23052.0,All_POIs,lcus,5.0
group,0.061290203383507574,0.13693579796288505,-0.2071039606237471,0.32968436739076223,67,67,12127.0,All_POIs,lcus,6.0
group,-0.04652601733746922,0.09103893849503294,-0.22496233678773378,0.13191030211279534,66,66,35706.0,All_POIs,lcus,7.0
group,0.05814247578557237,0.08861277295047741,-0.11553855919736335,0.2318235107685081,65,65,39455.0,All_POIs,lcus,8.0
group,-0.19486059110614645,0.06745734586915045,-0.3270769890096813,-0.06264419320261158,64,64,62400.0,All_POIs,lcus,9.0
group,0.039887745300718744,0.1042156458612612,-0.1643749205873532,0.24415041118879066,63,63,31500.0,All_POIs,lcus,10.0
