stack_id,event_start,event_end,n_rows,n_treated_pois,n_control_pois,max_control_pois,target,spec,pre_window,post_window
1,0,12,539150,184,54237,,spatial,control_cap_none,6,12
2,-1,12,578941,430,54587,,spatial,control_cap_none,6,12
3,-2,12,615473,333,55139,,spatial,control_cap_none,6,12
4,-3,12,651532,201,55601,,spatial,control_cap_none,6,12
5,-4,12,689221,273,55962,,spatial,control_cap_none,6,12
6,-5,12,725368,194,56389,,spatial,control_cap_none,6,12
7,-6,12,763205,326,56592,,spatial,control_cap_none,6,12
8,-6,12,757086,308,56303,,spatial,control_cap_none,6,12
9,-6,12,751693,374,56071,,spatial,control_cap_none,6,12
10,-6,12,742917,200,56062,,spatial,control_cap_none,6,12
11,-6,12,737621,429,55574,,spatial,control_cap_none,6,12
12,-6,12,728544,413,55242,,spatial,control_cap_none,6,12
13,-6,12,723009,789,54611,,spatial,control_cap_none,6,12
14,-6,12,710449,349,54552,,spatial,control_cap_none,6,12
15,-6,12,704086,500,54097,,spatial,control_cap_none,6,12
16,-6,12,696672,673,53783,,spatial,control_cap_none,6,12
17,-6,12,686516,515,53392,,spatial,control_cap_none,6,12
18,-6,12,678722,451,54041,,spatial,control_cap_none,6,12
19,-6,12,671352,381,51878,,spatial,control_cap_none,6,12
20,-6,12,668957,516,51833,,spatial,control_cap_none,6,12
21,-6,12,666506,968,51117,,spatial,control_cap_none,6,12
22,-6,12,652998,328,51177,,spatial,control_cap_none,6,12
23,-6,12,644974,391,51745,,spatial,control_cap_none,6,12
24,-6,12,634570,261,51602,,spatial,control_cap_none,6,12
25,-6,12,625781,332,51240,,spatial,control_cap_none,6,12
26,-6,12,618415,400,51491,,spatial,control_cap_none,6,12
27,-6,12,611005,430,50818,,spatial,control_cap_none,6,12
28,-6,12,609758,1100,50077,,spatial,control_cap_none,6,12
29,-6,12,599310,674,51052,,spatial,control_cap_none,6,12
30,-6,12,591426,466,51057,,spatial,control_cap_none,6,12
31,-6,12,585772,415,51022,,spatial,control_cap_none,6,12
32,-6,12,582952,730,50503,,spatial,control_cap_none,6,12
33,-6,12,574559,535,50277,,spatial,control_cap_none,6,12
34,-6,12,565807,299,49538,,spatial,control_cap_none,6,12
35,-6,12,558699,227,48989,,spatial,control_cap_none,6,12
36,-6,12,553965,436,48093,,spatial,control_cap_none,6,12
37,-6,12,544680,312,47647,,spatial,control_cap_none,6,12
38,-6,12,540014,695,46360,,spatial,control_cap_none,6,12
39,-6,12,529478,276,45714,,spatial,control_cap_none,6,12
40,-6,12,525497,410,44643,,spatial,control_cap_none,6,12
41,-6,12,525051,743,42983,,spatial,control_cap_none,6,12
42,-6,12,517745,349,42652,,spatial,control_cap_none,6,12
43,-6,12,512696,226,42567,,spatial,control_cap_none,6,12
44,-6,12,510173,375,41914,,spatial,control_cap_none,6,12
45,-6,12,505753,372,41674,,spatial,control_cap_none,6,12
46,-6,12,500122,264,41532,,spatial,control_cap_none,6,12
47,-6,12,496345,361,40760,,spatial,control_cap_none,6,12
48,-6,12,490618,344,40394,,spatial,control_cap_none,6,12
49,-6,12,484786,289,40150,,spatial,control_cap_none,6,12
50,-6,12,479840,240,39926,,spatial,control_cap_none,6,12
51,-6,12,479234,644,39179,,spatial,control_cap_none,6,12
52,-6,12,472217,275,39220,,spatial,control_cap_none,6,12
53,-6,12,468708,260,38962,,spatial,control_cap_none,6,12
54,-6,12,466262,290,38715,,spatial,control_cap_none,6,12
55,-6,12,465364,290,38916,,spatial,control_cap_none,6,12
56,-6,12,463082,192,38933,,spatial,control_cap_none,6,12
57,-6,12,461186,156,39314,,spatial,control_cap_none,6,12
58,-6,12,457920,281,41456,,spatial,control_cap_none,6,12
59,-6,12,455196,434,41815,,spatial,control_cap_none,6,12
60,-6,12,449816,340,41913,,spatial,control_cap_none,6,12
61,-6,11,423971,276,41219,,spatial,control_cap_none,6,12
62,-6,10,400126,298,40702,,spatial,control_cap_none,6,12
63,-6,9,375444,177,40336,,spatial,control_cap_none,6,12
64,-6,8,351696,284,39694,,spatial,control_cap_none,6,12
65,-6,7,327495,180,39156,,spatial,control_cap_none,6,12
66,-6,6,304180,349,38357,,spatial,control_cap_none,6,12
67,-6,5,280702,303,37793,,spatial,control_cap_none,6,12
68,-6,4,257534,272,37201,,spatial,control_cap_none,6,12
69,-6,3,233276,202,36687,,spatial,control_cap_none,6,12
70,-6,2,209473,126,36155,,spatial,control_cap_none,6,12
71,-6,1,185861,128,35581,,spatial,control_cap_none,6,12
