stack_id,event_start,event_end,n_rows,n_treated_pois,n_control_pois,max_control_pois,target,spec,pre_window,post_window
1,0,6,60830,165,10000,10000,broad,window_pre6_post6,6,6
2,-1,6,74025,867,10000,10000,broad,window_pre6_post6,6,6
3,-2,6,78138,393,10000,10000,broad,window_pre6_post6,6,6
4,-3,6,86625,436,10000,10000,broad,window_pre6_post6,6,6
5,-4,6,93110,348,10000,10000,broad,window_pre6_post6,6,6
6,-5,6,99102,176,10000,10000,broad,window_pre6_post6,6,6
7,-6,6,106303,548,10000,10000,broad,window_pre6_post6,6,6
8,-6,6,106109,615,10000,10000,broad,window_pre6_post6,6,6
9,-6,6,109124,1004,10000,10000,broad,window_pre6_post6,6,6
10,-6,6,103255,548,10000,10000,broad,window_pre6_post6,6,6
11,-6,6,105514,829,10000,10000,broad,window_pre6_post6,6,6
12,-6,6,102915,675,10000,10000,broad,window_pre6_post6,6,6
13,-6,6,106679,1234,10000,10000,broad,window_pre6_post6,6,6
14,-6,6,102689,739,10000,10000,broad,window_pre6_post6,6,6
15,-6,6,105699,1027,10000,10000,broad,window_pre6_post6,6,6
16,-6,6,106707,1256,10000,10000,broad,window_pre6_post6,6,6
17,-6,6,107277,1256,10000,10000,broad,window_pre6_post6,6,6
18,-6,6,101615,765,10000,10000,broad,window_pre6_post6,6,6
19,-6,6,104634,679,10000,10000,broad,window_pre6_post6,6,6
20,-6,6,104775,697,10000,10000,broad,window_pre6_post6,6,6
21,-6,6,112822,1452,10000,10000,broad,window_pre6_post6,6,6
22,-6,6,105803,789,10000,10000,broad,window_pre6_post6,6,6
23,-6,6,105406,821,10000,10000,broad,window_pre6_post6,6,6
24,-6,6,97957,388,10000,10000,broad,window_pre6_post6,6,6
25,-6,6,101144,765,10000,10000,broad,window_pre6_post6,6,6
26,-6,6,102577,929,10000,10000,broad,window_pre6_post6,6,6
27,-6,6,102141,838,10000,10000,broad,window_pre6_post6,6,6
28,-6,6,111082,1826,10000,10000,broad,window_pre6_post6,6,6
29,-6,6,99508,1113,10000,10000,broad,window_pre6_post6,6,6
30,-6,6,97667,899,10000,10000,broad,window_pre6_post6,6,6
31,-6,6,96828,848,10000,10000,broad,window_pre6_post6,6,6
32,-6,6,96618,1111,10000,10000,broad,window_pre6_post6,6,6
33,-6,6,95140,939,10000,10000,broad,window_pre6_post6,6,6
34,-6,6,91649,469,10000,10000,broad,window_pre6_post6,6,6
35,-6,6,90070,589,10000,10000,broad,window_pre6_post6,6,6
36,-6,6,89964,548,10000,10000,broad,window_pre6_post6,6,6
37,-6,6,90053,545,10000,10000,broad,window_pre6_post6,6,6
38,-6,6,93537,822,10000,10000,broad,window_pre6_post6,6,6
39,-6,6,90019,503,10000,10000,broad,window_pre6_post6,6,6
40,-6,6,92287,609,10000,10000,broad,window_pre6_post6,6,6
41,-6,6,105905,1667,10000,10000,broad,window_pre6_post6,6,6
42,-6,6,96743,591,10000,10000,broad,window_pre6_post6,6,6
43,-6,6,94080,374,10000,10000,broad,window_pre6_post6,6,6
44,-6,6,96441,538,10000,10000,broad,window_pre6_post6,6,6
45,-6,6,98478,878,10000,10000,broad,window_pre6_post6,6,6
46,-6,6,93972,427,10000,10000,broad,window_pre6_post6,6,6
47,-6,6,97997,688,10000,10000,broad,window_pre6_post6,6,6
48,-6,6,96681,577,10000,10000,broad,window_pre6_post6,6,6
49,-6,6,95709,652,10000,10000,broad,window_pre6_post6,6,6
50,-6,6,95744,630,10000,10000,broad,window_pre6_post6,6,6
51,-6,6,98906,947,10000,10000,broad,window_pre6_post6,6,6
52,-6,6,94968,688,10000,10000,broad,window_pre6_post6,6,6
53,-6,6,93480,544,10000,10000,broad,window_pre6_post6,6,6
54,-6,6,93707,583,10000,10000,broad,window_pre6_post6,6,6
55,-6,6,93458,538,10000,10000,broad,window_pre6_post6,6,6
56,-6,6,91334,359,10000,10000,broad,window_pre6_post6,6,6
57,-6,6,92930,552,10000,10000,broad,window_pre6_post6,6,6
58,-6,6,94349,536,10000,10000,broad,window_pre6_post6,6,6
59,-6,6,95594,705,10000,10000,broad,window_pre6_post6,6,6
60,-6,6,92348,397,10000,10000,broad,window_pre6_post6,6,6
61,-6,6,94168,550,10000,10000,broad,window_pre6_post6,6,6
62,-6,6,92351,436,10000,10000,broad,window_pre6_post6,6,6
63,-6,6,91399,465,10000,10000,broad,window_pre6_post6,6,6
64,-6,6,85739,475,10000,10000,broad,window_pre6_post6,6,6
65,-6,6,84510,579,10000,10000,broad,window_pre6_post6,6,6
66,-6,6,85871,798,10000,10000,broad,window_pre6_post6,6,6
67,-6,5,76757,414,10000,10000,broad,window_pre6_post6,6,6
68,-6,4,73087,611,10000,10000,broad,window_pre6_post6,6,6
69,-6,3,65856,431,10000,10000,broad,window_pre6_post6,6,6
70,-6,2,59149,225,10000,10000,broad,window_pre6_post6,6,6
71,-6,1,55249,472,10000,10000,broad,window_pre6_post6,6,6
1,0,12,102838,188,10000,10000,broad,window_pre6_post12,6,12
2,-1,12,116515,980,10000,10000,broad,window_pre6_post12,6,12
3,-2,12,116841,437,10000,10000,broad,window_pre6_post12,6,12
4,-3,12,123748,520,10000,10000,broad,window_pre6_post12,6,12
5,-4,12,128902,385,10000,10000,broad,window_pre6_post12,6,12
6,-5,12,132198,190,10000,10000,broad,window_pre6_post12,6,12
7,-6,12,144188,567,10000,10000,broad,window_pre6_post12,6,12
8,-6,12,143912,633,10000,10000,broad,window_pre6_post12,6,12
9,-6,12,151044,1039,10000,10000,broad,window_pre6_post12,6,12
10,-6,12,141612,567,10000,10000,broad,window_pre6_post12,6,12
11,-6,12,145377,846,10000,10000,broad,window_pre6_post12,6,12
12,-6,12,141942,689,10000,10000,broad,window_pre6_post12,6,12
13,-6,12,149543,1267,10000,10000,broad,window_pre6_post12,6,12
14,-6,12,141360,753,10000,10000,broad,window_pre6_post12,6,12
15,-6,12,144313,1073,10000,10000,broad,window_pre6_post12,6,12
16,-6,12,147701,1311,10000,10000,broad,window_pre6_post12,6,12
17,-6,12,146666,1310,10000,10000,broad,window_pre6_post12,6,12
18,-6,12,135505,830,10000,10000,broad,window_pre6_post12,6,12
19,-6,12,138669,732,10000,10000,broad,window_pre6_post12,6,12
20,-6,12,138519,794,10000,10000,broad,window_pre6_post12,6,12
21,-6,12,150065,1601,10000,10000,broad,window_pre6_post12,6,12
22,-6,12,141370,848,10000,10000,broad,window_pre6_post12,6,12
23,-6,12,136416,910,10000,10000,broad,window_pre6_post12,6,12
24,-6,12,128696,429,10000,10000,broad,window_pre6_post12,6,12
25,-6,12,134053,836,10000,10000,broad,window_pre6_post12,6,12
26,-6,12,131585,1001,10000,10000,broad,window_pre6_post12,6,12
27,-6,12,131737,916,10000,10000,broad,window_pre6_post12,6,12
28,-6,12,145157,1976,10000,10000,broad,window_pre6_post12,6,12
29,-6,12,132096,1195,10000,10000,broad,window_pre6_post12,6,12
30,-6,12,127082,979,10000,10000,broad,window_pre6_post12,6,12
31,-6,12,127143,925,10000,10000,broad,window_pre6_post12,6,12
32,-6,12,128781,1198,10000,10000,broad,window_pre6_post12,6,12
33,-6,12,128242,994,10000,10000,broad,window_pre6_post12,6,12
34,-6,12,122180,506,10000,10000,broad,window_pre6_post12,6,12
35,-6,12,123494,615,10000,10000,broad,window_pre6_post12,6,12
36,-6,12,122879,569,10000,10000,broad,window_pre6_post12,6,12
37,-6,12,123162,572,10000,10000,broad,window_pre6_post12,6,12
38,-6,12,126779,863,10000,10000,broad,window_pre6_post12,6,12
39,-6,12,123847,527,10000,10000,broad,window_pre6_post12,6,12
40,-6,12,125372,643,10000,10000,broad,window_pre6_post12,6,12
41,-6,12,143224,1753,10000,10000,broad,window_pre6_post12,6,12
42,-6,12,129072,629,10000,10000,broad,window_pre6_post12,6,12
43,-6,12,127115,398,10000,10000,broad,window_pre6_post12,6,12
44,-6,12,129272,563,10000,10000,broad,window_pre6_post12,6,12
45,-6,12,133360,939,10000,10000,broad,window_pre6_post12,6,12
46,-6,12,126265,459,10000,10000,broad,window_pre6_post12,6,12
47,-6,12,131293,729,10000,10000,broad,window_pre6_post12,6,12
48,-6,12,128659,611,10000,10000,broad,window_pre6_post12,6,12
49,-6,12,128816,684,10000,10000,broad,window_pre6_post12,6,12
50,-6,12,128199,677,10000,10000,broad,window_pre6_post12,6,12
51,-6,12,134289,993,10000,10000,broad,window_pre6_post12,6,12
52,-6,12,129075,728,10000,10000,broad,window_pre6_post12,6,12
53,-6,12,126972,576,10000,10000,broad,window_pre6_post12,6,12
54,-6,12,127449,619,10000,10000,broad,window_pre6_post12,6,12
55,-6,12,126611,573,10000,10000,broad,window_pre6_post12,6,12
56,-6,12,123345,379,10000,10000,broad,window_pre6_post12,6,12
57,-6,12,125655,616,10000,10000,broad,window_pre6_post12,6,12
58,-6,12,117288,615,10000,10000,broad,window_pre6_post12,6,12
59,-6,12,117712,868,10000,10000,broad,window_pre6_post12,6,12
60,-6,12,111648,506,10000,10000,broad,window_pre6_post12,6,12
61,-6,11,109942,645,10000,10000,broad,window_pre6_post12,6,12
62,-6,10,103210,516,10000,10000,broad,window_pre6_post12,6,12
63,-6,9,97681,517,10000,10000,broad,window_pre6_post12,6,12
64,-6,8,93753,491,10000,10000,broad,window_pre6_post12,6,12
65,-6,7,89547,585,10000,10000,broad,window_pre6_post12,6,12
66,-6,6,85531,798,10000,10000,broad,window_pre6_post12,6,12
67,-6,5,76763,414,10000,10000,broad,window_pre6_post12,6,12
68,-6,4,73358,611,10000,10000,broad,window_pre6_post12,6,12
69,-6,3,65990,431,10000,10000,broad,window_pre6_post12,6,12
70,-6,2,59244,225,10000,10000,broad,window_pre6_post12,6,12
71,-6,1,54603,472,10000,10000,broad,window_pre6_post12,6,12
1,0,12,102838,188,10000,10000,broad,window_pre12_post12,12,12
2,-1,12,116515,980,10000,10000,broad,window_pre12_post12,12,12
3,-2,12,116841,437,10000,10000,broad,window_pre12_post12,12,12
4,-3,12,123748,520,10000,10000,broad,window_pre12_post12,12,12
5,-4,12,128902,385,10000,10000,broad,window_pre12_post12,12,12
6,-5,12,132198,190,10000,10000,broad,window_pre12_post12,12,12
7,-6,12,144188,567,10000,10000,broad,window_pre12_post12,12,12
8,-7,12,150066,635,10000,10000,broad,window_pre12_post12,12,12
9,-8,12,164918,1042,10000,10000,broad,window_pre12_post12,12,12
10,-9,12,161244,571,10000,10000,broad,window_pre12_post12,12,12
11,-10,12,172953,860,10000,10000,broad,window_pre12_post12,12,12
12,-11,12,175596,698,10000,10000,broad,window_pre12_post12,12,12
13,-12,12,192339,1298,10000,10000,broad,window_pre12_post12,12,12
14,-12,12,181751,776,10000,10000,broad,window_pre12_post12,12,12
15,-12,12,186092,1104,10000,10000,broad,window_pre12_post12,12,12
16,-12,12,189052,1364,10000,10000,broad,window_pre12_post12,12,12
17,-12,12,187885,1364,10000,10000,broad,window_pre12_post12,12,12
18,-12,12,174073,878,10000,10000,broad,window_pre12_post12,12,12
19,-12,12,172225,797,10000,10000,broad,window_pre12_post12,12,12
20,-12,12,169932,870,10000,10000,broad,window_pre12_post12,12,12
21,-12,12,185175,1700,10000,10000,broad,window_pre12_post12,12,12
22,-12,12,170463,899,10000,10000,broad,window_pre12_post12,12,12
23,-12,12,166775,975,10000,10000,broad,window_pre12_post12,12,12
24,-12,12,155994,451,10000,10000,broad,window_pre12_post12,12,12
25,-12,12,169244,867,10000,10000,broad,window_pre12_post12,12,12
26,-12,12,168342,1039,10000,10000,broad,window_pre12_post12,12,12
27,-12,12,166317,942,10000,10000,broad,window_pre12_post12,12,12
28,-12,12,185370,2037,10000,10000,broad,window_pre12_post12,12,12
29,-12,12,165986,1238,10000,10000,broad,window_pre12_post12,12,12
30,-12,12,162568,1004,10000,10000,broad,window_pre12_post12,12,12
31,-12,12,160557,957,10000,10000,broad,window_pre12_post12,12,12
32,-12,12,163897,1234,10000,10000,broad,window_pre12_post12,12,12
33,-12,12,161228,1027,10000,10000,broad,window_pre12_post12,12,12
34,-12,12,150270,529,10000,10000,broad,window_pre12_post12,12,12
35,-12,12,151451,638,10000,10000,broad,window_pre12_post12,12,12
